Index,nAcid,ALogP,ALogp2,AMR,apol,naAromAtom,nAromBond,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,ATS0m,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS6m,ATS7m,ATS8m,ATS0v,ATS1v,ATS2v,ATS3v,ATS4v,ATS5v,ATS6v,ATS7v,ATS8v,ATS0e,ATS1e,ATS2e,ATS3e,ATS4e,ATS5e,ATS6e,ATS7e,ATS8e,ATS0p,ATS1p,ATS2p,ATS3p,ATS4p,ATS5p,ATS6p,ATS7p,ATS8p,ATS0i,ATS1i,ATS2i,ATS3i,ATS4i,ATS5i,ATS6i,ATS7i,ATS8i,AATS0m,AATS1m,AATS2m,AATS3m,AATS4m,AATS5m,AATS6m,AATS7m,AATS8m,AATS0v,AATS1v,AATS2v,AATS3v,AATS4v,AATS5v,AATS6v,AATS7v,AATS8v,AATS0e,AATS1e,AATS2e,AATS3e,AATS4e,AATS5e,AATS6e,AATS7e,AATS8e,AATS0p,AATS1p,AATS2p,AATS3p,AATS4p,AATS5p,AATS6p,AATS7p,AATS8p,AATS0i,AATS1i,AATS2i,AATS3i,AATS4i,AATS5i,AATS6i,AATS7i,AATS8i,ATSC0c,ATSC1c,ATSC2c,ATSC3c,ATSC4c,ATSC5c,ATSC6c,ATSC7c,ATSC8c,ATSC0m,ATSC1m,ATSC2m,ATSC3m,ATSC4m,ATSC5m,ATSC6m,ATSC7m,ATSC8m,ATSC0v,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC5v,ATSC6v,ATSC7v,ATSC8v,ATSC0e,ATSC1e,ATSC2e,ATSC3e,ATSC4e,ATSC5e,ATSC6e,ATSC7e,ATSC8e,ATSC0p,ATSC1p,ATSC2p,ATSC3p,ATSC4p,ATSC5p,ATSC6p,ATSC7p,ATSC8p,ATSC0i,ATSC1i,ATSC2i,ATSC3i,ATSC4i,ATSC5i,ATSC6i,ATSC7i,ATSC8i,AATSC0c,AATSC1c,AATSC2c,AATSC3c,AATSC4c,AATSC5c,AATSC6c,AATSC7c,AATSC8c,AATSC0m,AATSC1m,AATSC2m,AATSC3m,AATSC4m,AATSC5m,AATSC6m,AATSC7m,AATSC8m,AATSC0v,AATSC1v,AATSC2v,AATSC3v,AATSC4v,AATSC5v,AATSC6v,AATSC7v,AATSC8v,AATSC0e,AATSC1e,AATSC2e,AATSC3e,AATSC4e,AATSC5e,AATSC6e,AATSC7e,AATSC8e,AATSC0p,AATSC1p,AATSC2p,AATSC3p,AATSC4p,AATSC5p,AATSC6p,AATSC7p,AATSC8p,AATSC0i,AATSC1i,AATSC2i,AATSC3i,AATSC4i,AATSC5i,AATSC6i,AATSC7i,AATSC8i,MATS1c,MATS2c,MATS3c,MATS4c,MATS5c,MATS6c,MATS7c,MATS8c,MATS1m,MATS2m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1v,MATS2v,MATS3v,MATS4v,MATS5v,MATS6v,MATS7v,MATS8v,MATS1e,MATS2e,MATS3e,MATS4e,MATS5e,MATS6e,MATS7e,MATS8e,MATS1p,MATS2p,MATS3p,MATS4p,MATS5p,MATS6p,MATS7p,MATS8p,MATS1i,MATS2i,MATS3i,MATS4i,MATS5i,MATS6i,MATS7i,MATS8i,MATS1s,MATS2s,MATS3s,MATS4s,MATS5s,MATS6s,MATS7s,MATS8s,GATS1c,GATS2c,GATS3c,GATS4c,GATS5c,GATS6c,GATS7c,GATS8c,GATS1m,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS7m,GATS8m,GATS1v,GATS2v,GATS3v,GATS4v,GATS5v,GATS6v,GATS7v,GATS8v,GATS1e,GATS2e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS8e,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS6p,GATS7p,GATS8p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS6i,GATS7i,GATS8i,GATS1s,GATS2s,GATS3s,GATS4s,GATS5s,GATS6s,GATS7s,GATS8s,nBase,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsQ,nBondsM,bpol,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,Sv,Sse,Spe,Sare,Sp,Si,Mv,Mse,Mpe,Mare,Mp,Mi,CrippenLogP,CrippenMR,SpMax_Dt,SpDiam_Dt,SpAD_Dt,SpMAD_Dt,EE_Dt,VE1_Dt,VE2_Dt,VE3_Dt,VR1_Dt,VR2_Dt,VR3_Dt,ECCEN,FMF,fragC,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,HybRatio,IC0,IC1,IC2,IC3,IC4,IC5,TIC0,TIC1,TIC2,TIC3,TIC4,TIC5,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,MIC0,MIC1,MIC2,MIC3,MIC4,MIC5,ZMIC0,ZMIC1,ZMIC2,ZMIC3,ZMIC4,ZMIC5,Kier1,Kier2,Kier3,nAtomLC,nAtomP,nAtomLAC,MLogP,McGowan_Volume,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,MLFER_A,MLFER_BH,MLFER_BO,MLFER_S,MLFER_E,MLFER_L,MPC2,MPC3,MPC4,MPC5,MPC6,MPC7,MPC8,MPC9,MPC10,TPC,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC,R_TpiPCTPC,PetitjeanNumber,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nFRing,nF4Ring,nF5Ring,nF6Ring,nF7Ring,nF8Ring,nF9Ring,nF10Ring,nF11Ring,nF12Ring,nFG12Ring,nTRing,nT4Ring,nT5Ring,nT6Ring,nT7Ring,nT8Ring,nT9Ring,nT10Ring,nT11Ring,nT12Ring,nTG12Ring,nHeteroRing,n3HeteroRing,n4HeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,n8HeteroRing,n9HeteroRing,n10HeteroRing,n11HeteroRing,n12HeteroRing,nG12HeteroRing,nFHeteroRing,nF4HeteroRing,nF5HeteroRing,nF6HeteroRing,nF7HeteroRing,nF8HeteroRing,nF9HeteroRing,nF10HeteroRing,nF11HeteroRing,nF12HeteroRing,nFG12HeteroRing,nTHeteroRing,nT4HeteroRing,nT5HeteroRing,nT6HeteroRing,nT7HeteroRing,nT8HeteroRing,nT9HeteroRing,nT10HeteroRing,nT11HeteroRing,nT12HeteroRing,nTG12HeteroRing,nRotB,RotBFrac,nRotBt,RotBtFrac,LipinskiFailures,topoRadius,topoDiameter,topoShape,GGI1,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,GGI9,GGI10,JGI1,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,JGT,SpMax_D,SpDiam_D,SpAD_D,SpMAD_D,EE_D,VE1_D,VE2_D,VE3_D,VR1_D,VR2_D,VR3_D,TopoPSA,VABC,VAdjMat,MWC2,MWC3,MWC4,MWC5,MWC6,MWC7,MWC8,MWC9,MWC10,TWC,SRW2,SRW3,SRW4,SRW5,SRW6,SRW7,SRW8,SRW9,SRW10,TSRW,MW,AMW,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,WPATH,WPOL,XLogP,Zagreb,Tablet_mass_mg,API_mg,Mannitol_mg,MCC_mg,Lactose_mg,Calcium_silicate_mg,HPMC_mg,Sodium_bicarbonate_mg,SSG_mg,CC_Na_mg,Crospovidone_mg,L_HPC_mg,Pregelatinized_starch_mg,Sodium_carboxymethyl_starch_mg,Mg_stearate_mg,Aerosil_mg,Sodium_stearyl_fumarate_mg,Colloidal_silicon_dioxide_mg,Talc_mg,X2HP_bCD_mg,bCD_mg,CD_methacrylate_mg,Amberlite_IRP_64_69_mg,Eudragit_EPO_mg,Poloxamer_188_mg,PVP_mg,SLS_mg,PVA_mg,Camphor_mg,Hardness_N,Thickness_mm,Punch_mm,Disintegration_time_sec,
1,0,0.295,0.087025,52.9681,50.55586,11,11,42,22,20,0,17,4,0,1,0,0,0,0,0,0,4285.43913300001,4572.113391,6980.312996,7189.279012,7028.294354,6717.652418,5990.177842,4126.33394600001,2554.411054,9391.4961480106,11988.2609221404,18040.4440971939,20823.8914244684,19950.7678544199,19475.2797521155,19074.7107199229,15611.2773486979,10920.1975715296,312.108445,345.487648,613.251848,782.845524,857.622464,775.425888000001,748.39923,742.768666,661.241626000001,69.5535580969799,86.20251419,133.03984347849,158.924191543339,155.927208456074,152.189695226376,154.447362988792,131.581322607886,97.4001530300168,6806.14715245508,6625.1930696274,12592.9602083985,16169.582320301,18592.0626140087,16705.6299216465,15491.5009720657,15968.5443539159,15226.3807821821,102.034265071429,101.6025198,87.25391245,69.7988253592233,61.1156030782609,64.5928117115385,59.90177842,40.8547915445546,27.4667855268817,223.60705114311,266.405798269786,225.505551214924,202.173703150179,173.484937864521,187.262305308803,190.747107199229,154.567102462356,117.421479263759,7.43115345238095,7.67750328888889,7.6656481,7.60044198058252,7.45758664347826,7.45601815384616,7.4839923,7.3541452079208,7.1101250107527,1.65603709754714,1.91561142644444,1.66299804348113,1.54295331595475,1.35588876918325,1.46336245409977,1.54447362988792,1.30278537235531,1.04731347344104,162.051122677502,147.226512658387,157.412002604981,156.986236119427,161.670109687032,160.631056938909,154.915009720657,158.104399543722,163.724524539593,0.422362171854791,-0.177580614182916,-0.075853414159723,-0.020560400343301,0.065545223210411,0.043825990726813,-0.096709198606974,0.024469682100036,0.044652714653658,1961.25748478572,196.295965515308,563.644114265309,-755.93825583163,602.397481372449,494.911090602041,-1504.06022606122,-1592.98373519898,256.484041474487,2236.68496010242,11.243344950841,691.643656011531,-609.848502149035,271.383191730701,975.13305489023,-1356.56098635976,-1966.98046806109,-336.280382300358,1.29403964285714,0.01880731122449,-0.078318938775511,-0.062963219387755,0.163366525510204,-0.240036948979592,-0.812387602040816,-0.264048974489796,0.326000362244898,12.3265355079419,-0.057497625068696,4.27198465244543,-4.72434247141233,1.78829704589593,6.62821148741986,-6.93924174424633,-10.788149419191,-1.239799749082,70.2574929613442,-17.3393278102551,17.209641047083,-18.7192398758989,-4.79083766157259,44.0130824242553,-15.2213026968194,-34.7437362997844,-24.7841644986428,0.010056242187019,-0.003946235870731,-0.000948167676997,-0.000199615537314,0.000569958462699,0.000421403756989,-0.00096709198607,0.000242274080198,0.000480136716706,46.6966067806123,4.36213256700683,7.04555142831636,-7.33920636729738,5.23823896845608,4.75876048655809,-15.0406022606122,-15.7721161900889,2.75789291908051,53.2544038119624,0.249852110018689,8.64554570014414,-5.92085924416539,2.35985384113653,9.37627937394452,-13.5656098635976,-19.4750541392187,-3.61591808925116,0.030810467687075,0.000417940249433,-0.000978986734694,-0.000611293392114,0.001420578482697,-0.002308047586342,-0.008123876020408,-0.002614346282077,0.003505380239192,0.293488940665283,-0.001277725001527,0.053399808155568,-0.045867402635071,0.015550409094747,0.063732802763653,-0.069392417442463,-0.106813360586049,-0.013331180097656,1.67279745146058,-0.385318395783447,0.215120513088538,-0.181740192969893,-0.041659457926718,0.42320271561784,-0.152213026968194,-0.343997389106777,-0.266496392458525,-0.3924165505705,-0.094286479915976,-0.019849913476754,0.056677081965564,0.041904694532174,-0.09616832690427,0.024091909849896,0.047745142546963,0.093414337095215,0.150879301817741,-0.157167873070052,0.112176008699435,0.101908057450844,-0.322091974075873,-0.337757222150823,0.059059814175311,0.004691670399708,0.162344239749091,-0.111180650243903,0.044312839356328,0.176065803065818,-0.254732170347767,-0.365698472711923,-0.067898949766083,0.013564878458772,-0.031774484718535,-0.019840445082584,0.046107008083274,-0.074911150644768,-0.263672596694018,-0.084852534814781,0.113772380049362,-0.004353571206568,0.181948280689967,-0.156283240285302,0.052984651004217,0.217155721844859,-0.236439633074977,-0.363943392019896,-0.045423108848452,-0.230343724786891,0.12859925922335,-0.1086444702622,-0.024904065875007,0.252991009310976,-0.090993100710006,-0.205641985409782,-0.159311811615828,0,0,0,0,0,0,0,0,1.56795271247168,1.55316629261465,1.32971609270843,1.0637204290818,1.07637523237942,1.10562436208163,0.805034335694656,0.424306525231882,0.769533036543649,0.812530457576106,1.22711568964021,0.793760878621289,0.876264036461497,1.51506509677114,1.36785954009584,0.724474587328715,0.948232183634742,0.765123252405401,1.06237303575428,0.904147531682938,0.790853196849287,1.25448256429726,1.36035546466714,1.07382218131764,1.02412017933628,1.37218027654816,1.24796775093599,1.07142796476339,1.14626381091769,1.22836371650129,0.920193647836643,0.457676049479641,0.945535316175182,0.760124927810015,1.18898344279751,0.847562285665998,0.753816417762991,1.40159947273859,1.40269490173653,0.902886880571507,1.38464719506111,0.996146368008088,1.20699679548003,1.01476127768597,0.758875162291497,1.15808165565398,1.17033030076049,0.948697117940515,0,0,0,0,0,0,0,0,3,11.9943227691564,31.9720720754491,-0.303520219648794,0.114102776242432,5.93439592169504,12.4244880024673,25,45,44,33,13,1,1,0,0,12,30.08414,0,0,2,8,1,5,0,0,0,26.6371870547527,41.6077931536781,40.035294117647,40.488,29.3568023952096,318.49722754491,0.634218739398873,0.990661741754241,0.953221288515406,0.964,0.698971485600229,7.58326732249786,3.1689,90.8267,259.645147688907,347.416646592285,525.453822679911,23.8842646672687,259.645147688907,0.140098614621356,0.006368118846425,-4.32389917121052,167.830191535987,7.62864506981759,11.2704959478528,377,0.476190476190476,163.05,4,4,4,4,1,1,0.352941176470588,1.48933098946916,3.37988290235781,4.1751884828082,4.6420846845805,4.68970373219955,4.68970373219955,62.5519015577049,141.955081899028,175.357916277944,194.967556752381,196.967556752381,196.967556752381,0.276194977539302,0.626795983500558,0.774284626711876,0.860870071366895,0.869700977243817,0.869700977243817,3.9029864333096,2.01243452042095,1.21712893997057,0.750232738198259,0.702613690579212,0.702613690579212,0.261906418956563,0.594369575136928,0.734228100894304,0.816334169387642,0.824708220773273,0.824708220773273,15.4804924026369,32.9149143003414,37.2783372044701,38.2723237872001,38.3203154553905,38.3203154553905,75.1664334676791,39.8837803673221,28.8855839338256,25.8314058900137,25.6698669651195,25.6698669651195,15.5232,6.48148148148148,3.16534777176177,0,15,0,2.78,2.3742,0.111111111111111,3.35521382683541,2.58189052662073,0,9.31553928214841,15.5110320555827,0,6.7603966190391,0,0,0,0,0,0,0,0,0.333333333333333,0.977846044869802,0.333333333333333,0.003,2.887,2.956,2.462,2.521,12.008,36,49,68,91,107,127,148,162,156,991,3.48124008933569,4.07329115302427,4.65038252880964,5.24669507067701,5.73556372452431,6.10381619276716,6.54575367353768,6.97899978031364,7.34639320107894,7.55597863954695,8.76232081247937,6.4459352926337,0.5,4,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,7,0,1,2,1,0,0,1,1,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0.04,3,0.12,0,5,10,1,4.5,2.44444444444444,1.44444444444444,1.42444444444445,0.785555555555555,0.498185941043084,0.26906179138322,0.209640337616528,0.03,0.012345679012346,0.18,0.067901234567901,0.038011695906433,0.041895424836601,0.023104575163399,0.01717882555321,0.014161146914906,0.019058212510594,0.0075,0.012345679012346,0.421156794465389,90.2213086555569,125.664747386303,180.442617311114,8.20193715050518,90.2213086555569,0.177710601400227,0.008077754609101,-3.80071755057276,239.868514376517,10.9031142898417,12.0562000161881,59.11,278.039675222801,5.4594316186373,4.81218435537242,5.68017260901707,6.57786135772105,7.46794233228585,8.37216741936598,9.27152954028861,10.1785781844731,11.0824963324428,11.9909282653687,122.433860396336,3.93182563272433,0,5.27299955856375,2.39789527279837,6.7990558620588,4.84418708645859,8.40804774415544,7.0184017990692,10.062241904897,10.3201233686465,312.140867640001,7.43192542000001,45.962180664935,2.08919003022432,16.2021550403202,0,13.114798672592,958,38,3.451,122,173,10,41,75.45,0,0,0,0,0,0,0,0,0,0,0.875,0.875,0,0,0,44.8,0,0,0,0,0,0,0,0,0,36.51,3.23,8,134,
2,0,0.295,0.087025,52.9681,50.55586,11,11,42,22,20,0,17,4,0,1,0,0,0,0,0,0,4285.43913300001,4572.113391,6980.312996,7189.279012,7028.294354,6717.652418,5990.177842,4126.33394600001,2554.411054,9391.4961480106,11988.2609221404,18040.4440971939,20823.8914244684,19950.7678544199,19475.2797521155,19074.7107199229,15611.2773486979,10920.1975715296,312.108445,345.487648,613.251848,782.845524,857.622464,775.425888000001,748.39923,742.768666,661.241626000001,69.5535580969799,86.20251419,133.03984347849,158.924191543339,155.927208456074,152.189695226376,154.447362988792,131.581322607886,97.4001530300168,6806.14715245508,6625.1930696274,12592.9602083985,16169.582320301,18592.0626140087,16705.6299216465,15491.5009720657,15968.5443539159,15226.3807821821,102.034265071429,101.6025198,87.25391245,69.7988253592233,61.1156030782609,64.5928117115385,59.90177842,40.8547915445546,27.4667855268817,223.60705114311,266.405798269786,225.505551214924,202.173703150179,173.484937864521,187.262305308803,190.747107199229,154.567102462356,117.421479263759,7.43115345238095,7.67750328888889,7.6656481,7.60044198058252,7.45758664347826,7.45601815384616,7.4839923,7.3541452079208,7.1101250107527,1.65603709754714,1.91561142644444,1.66299804348113,1.54295331595475,1.35588876918325,1.46336245409977,1.54447362988792,1.30278537235531,1.04731347344104,162.051122677502,147.226512658387,157.412002604981,156.986236119427,161.670109687032,160.631056938909,154.915009720657,158.104399543722,163.724524539593,0.422362171854791,-0.177580614182916,-0.075853414159723,-0.020560400343301,0.065545223210411,0.043825990726813,-0.096709198606974,0.024469682100036,0.044652714653658,1961.25748478572,196.295965515308,563.644114265309,-755.93825583163,602.397481372449,494.911090602041,-1504.06022606122,-1592.98373519898,256.484041474487,2236.68496010242,11.243344950841,691.643656011531,-609.848502149035,271.383191730701,975.13305489023,-1356.56098635976,-1966.98046806109,-336.280382300358,1.29403964285714,0.01880731122449,-0.078318938775511,-0.062963219387755,0.163366525510204,-0.240036948979592,-0.812387602040816,-0.264048974489796,0.326000362244898,12.3265355079419,-0.057497625068696,4.27198465244543,-4.72434247141233,1.78829704589593,6.62821148741986,-6.93924174424633,-10.788149419191,-1.239799749082,70.2574929613442,-17.3393278102551,17.209641047083,-18.7192398758989,-4.79083766157259,44.0130824242553,-15.2213026968194,-34.7437362997844,-24.7841644986428,0.010056242187019,-0.003946235870731,-0.000948167676997,-0.000199615537314,0.000569958462699,0.000421403756989,-0.00096709198607,0.000242274080198,0.000480136716706,46.6966067806123,4.36213256700683,7.04555142831636,-7.33920636729738,5.23823896845608,4.75876048655809,-15.0406022606122,-15.7721161900889,2.75789291908051,53.2544038119624,0.249852110018689,8.64554570014414,-5.92085924416539,2.35985384113653,9.37627937394452,-13.5656098635976,-19.4750541392187,-3.61591808925116,0.030810467687075,0.000417940249433,-0.000978986734694,-0.000611293392114,0.001420578482697,-0.002308047586342,-0.008123876020408,-0.002614346282077,0.003505380239192,0.293488940665283,-0.001277725001527,0.053399808155568,-0.045867402635071,0.015550409094747,0.063732802763653,-0.069392417442463,-0.106813360586049,-0.013331180097656,1.67279745146058,-0.385318395783447,0.215120513088538,-0.181740192969893,-0.041659457926718,0.42320271561784,-0.152213026968194,-0.343997389106777,-0.266496392458525,-0.3924165505705,-0.094286479915976,-0.019849913476754,0.056677081965564,0.041904694532174,-0.09616832690427,0.024091909849896,0.047745142546963,0.093414337095215,0.150879301817741,-0.157167873070052,0.112176008699435,0.101908057450844,-0.322091974075873,-0.337757222150823,0.059059814175311,0.004691670399708,0.162344239749091,-0.111180650243903,0.044312839356328,0.176065803065818,-0.254732170347767,-0.365698472711923,-0.067898949766083,0.013564878458772,-0.031774484718535,-0.019840445082584,0.046107008083274,-0.074911150644768,-0.263672596694018,-0.084852534814781,0.113772380049362,-0.004353571206568,0.181948280689967,-0.156283240285302,0.052984651004217,0.217155721844859,-0.236439633074977,-0.363943392019896,-0.045423108848452,-0.230343724786891,0.12859925922335,-0.1086444702622,-0.024904065875007,0.252991009310976,-0.090993100710006,-0.205641985409782,-0.159311811615828,0,0,0,0,0,0,0,0,1.56795271247168,1.55316629261465,1.32971609270843,1.0637204290818,1.07637523237942,1.10562436208163,0.805034335694656,0.424306525231882,0.769533036543649,0.812530457576106,1.22711568964021,0.793760878621289,0.876264036461497,1.51506509677114,1.36785954009584,0.724474587328715,0.948232183634742,0.765123252405401,1.06237303575428,0.904147531682938,0.790853196849287,1.25448256429726,1.36035546466714,1.07382218131764,1.02412017933628,1.37218027654816,1.24796775093599,1.07142796476339,1.14626381091769,1.22836371650129,0.920193647836643,0.457676049479641,0.945535316175182,0.760124927810015,1.18898344279751,0.847562285665998,0.753816417762991,1.40159947273859,1.40269490173653,0.902886880571507,1.38464719506111,0.996146368008088,1.20699679548003,1.01476127768597,0.758875162291497,1.15808165565398,1.17033030076049,0.948697117940515,0,0,0,0,0,0,0,0,3,11.9943227691564,31.9720720754491,-0.303520219648794,0.114102776242432,5.93439592169504,12.4244880024673,25,45,44,33,13,1,1,0,0,12,30.08414,0,0,2,8,1,5,0,0,0,26.6371870547527,41.6077931536781,40.035294117647,40.488,29.3568023952096,318.49722754491,0.634218739398873,0.990661741754241,0.953221288515406,0.964,0.698971485600229,7.58326732249786,3.1689,90.8267,259.645147688907,347.416646592285,525.453822679911,23.8842646672687,259.645147688907,0.140098614621356,0.006368118846425,-4.32389917121052,167.830191535987,7.62864506981759,11.2704959478528,377,0.476190476190476,163.05,4,4,4,4,1,1,0.352941176470588,1.48933098946916,3.37988290235781,4.1751884828082,4.6420846845805,4.68970373219955,4.68970373219955,62.5519015577049,141.955081899028,175.357916277944,194.967556752381,196.967556752381,196.967556752381,0.276194977539302,0.626795983500558,0.774284626711876,0.860870071366895,0.869700977243817,0.869700977243817,3.9029864333096,2.01243452042095,1.21712893997057,0.750232738198259,0.702613690579212,0.702613690579212,0.261906418956563,0.594369575136928,0.734228100894304,0.816334169387642,0.824708220773273,0.824708220773273,15.4804924026369,32.9149143003414,37.2783372044701,38.2723237872001,38.3203154553905,38.3203154553905,75.1664334676791,39.8837803673221,28.8855839338256,25.8314058900137,25.6698669651195,25.6698669651195,15.5232,6.48148148148148,3.16534777176177,0,15,0,2.78,2.3742,0.111111111111111,3.35521382683541,2.58189052662073,0,9.31553928214841,15.5110320555827,0,6.7603966190391,0,0,0,0,0,0,0,0,0.333333333333333,0.977846044869802,0.333333333333333,0.003,2.887,2.956,2.462,2.521,12.008,36,49,68,91,107,127,148,162,156,991,3.48124008933569,4.07329115302427,4.65038252880964,5.24669507067701,5.73556372452431,6.10381619276716,6.54575367353768,6.97899978031364,7.34639320107894,7.55597863954695,8.76232081247937,6.4459352926337,0.5,4,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,7,0,1,2,1,0,0,1,1,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0.04,3,0.12,0,5,10,1,4.5,2.44444444444444,1.44444444444444,1.42444444444445,0.785555555555555,0.498185941043084,0.26906179138322,0.209640337616528,0.03,0.012345679012346,0.18,0.067901234567901,0.038011695906433,0.041895424836601,0.023104575163399,0.01717882555321,0.014161146914906,0.019058212510594,0.0075,0.012345679012346,0.421156794465389,90.2213086555569,125.664747386303,180.442617311114,8.20193715050518,90.2213086555569,0.177710601400227,0.008077754609101,-3.80071755057276,239.868514376517,10.9031142898417,12.0562000161881,59.11,278.039675222801,5.4594316186373,4.81218435537242,5.68017260901707,6.57786135772105,7.46794233228585,8.37216741936598,9.27152954028861,10.1785781844731,11.0824963324428,11.9909282653687,122.433860396336,3.93182563272433,0,5.27299955856375,2.39789527279837,6.7990558620588,4.84418708645859,8.40804774415544,7.0184017990692,10.062241904897,10.3201233686465,312.140867640001,7.43192542000001,45.962180664935,2.08919003022432,16.2021550403202,0,13.114798672592,958,38,3.451,122,173,10,41,61.45,0,0,0,0,14,0,0,0,0,0,0.875,0.875,0,0,0,44.8,0,0,0,0,0,0,0,0,0,35.79,3.13,8,27,
