API_perc,Mannitol_perc,MCC_perc,Lactose_perc,Calcium_silicate_perc,HPMC_perc,Sodium_bicarbonate_perc,SSG_perc,CC_Na_perc,Crospovidone_perc,L_HPC_perc,Pregelatinized_starch_perc,Sodium_carboxymethyl_starch_perc,Mg_stearate_perc,Aerosil_perc,Sodium_stearyl_fumarate_perc,Colloidal_silicon_dioxide_perc,Talc_perc,X2HP_bCD_perc,bCD_perc,CD_methacrylate_perc,Amberlite_IRP_64_69_perc,Eudragit_EPO_perc,Poloxamer_188_perc,PVP_perc,SLS_perc,PVA_perc,Camphor_perc,Hardness_N,GATS7i,Thickness_mm,GGI7,MATS4p,MIC2,Punch_mm,nT12Ring,XLogP,GATS7p,nF8HeteroRing,Disintegration_time_sec
1.0,28.5,35.0,28.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.23,0.9014313302723691,4.05,0.310763888888889,-0.065887440942106,43.1030000826016,10.0,0,2.592,1.03554319861572,0,26.33
11.59,32.61,48.19,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,0.0,0,0.0,1.09,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.74,0.957167844789598,2.6,0.282986111111111,-0.226978704269065,37.143602367451294,5.5,0,2.923,0.9018074925984709,0,10.17
44.64,0.0,0.0,26.04,0.0,0.0,0.0,0.0,11.9,11.9,0.0,0.0,0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,43.87,1.0085836677281999,3.66,0.230902777777778,0.043166370396283,33.2301541688774,10.0,0,5.517,0.962524344512523,0,39.8
2.0,45.0,7.35,34.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,1.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.28,0.841191958519201,4.22,0.5955215419501129,-0.186156552223423,39.081474500079004,8.0,0,1.138,0.844419325732825,0,33.0
37.45,14.98,41.2,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0,1.12,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.69,0.9676726649087579,4.38,0.21878543083900198,-0.192361735534093,33.5351036707398,6.0,0,2.574,0.9687653336446709,0,35.0
7.51,27.98,0.0,0.0,56.34,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,35.69,1.18607147721651,5.16,0.428819444444445,-0.16715040826878302,30.3855225908032,12.0,0,5.083,1.18879196916599,0,34.0
3.02,60.35,22.62,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,31.95,0.9461878465721509,3.3,0.309913548752835,-0.10745489492211802,44.6683719057951,15.0,0,3.457,0.9443427331923041,0,36.66
4.0,67.1,16.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.12,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.12193996140796,3.46,0.3541666666666671,0.021709679327947,35.8442499115687,6.0,0,3.545,0.9647277668344709,0,45.28
15.38,0.0,12.58,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.54,0.0,0.0,0.0,0.0,0.0,18.0,1.2592865212484599,4.1,0.22743055555555605,-0.267281117634933,32.5987946856645,12.0,0,5.011,1.3588808921548101,0,11.14
7.86,86.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0,0.0,0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.53,0.8460834425545051,3.1033,0.3125,-0.11747759982664399,55.3492557340954,7.0,0,2.602,1.0370825769533,0,27.0
