API_perc,Mannitol_perc,MCC_perc,Lactose_perc,Calcium_silicate_perc,HPMC_perc,Sodium_bicarbonate_perc,SSG_perc,CC_Na_perc,Crospovidone_perc,L_HPC_perc,Pregelatinized_starch_perc,Sodium_carboxymethyl_starch_perc,Mg_stearate_perc,Aerosil_perc,Sodium_stearyl_fumarate_perc,Colloidal_silicon_dioxide_perc,Talc_perc,X2HP_bCD_perc,bCD_perc,CD_methacrylate_perc,Amberlite_IRP_64_69_perc,Eudragit_EPO_perc,Poloxamer_188_perc,PVP_perc,SLS_perc,PVA_perc,Camphor_perc,Hardness_N,GATS7i,Thickness_mm,GGI7,MATS4p,MIC2,Punch_mm,nT12Ring,XLogP,GATS7p,nF8HeteroRing,Disintegration_time_sec
5.78,23.7,39.57,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0,0.51,0.51,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.16,1.17033030076049,3.26,0.26906179138322,0.05298465100421701,37.2783372044701,8.0,0,3.451,1.40269490173653,0,25.0
1.0,28.5,35.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.26,0.9014313302723691,3.98,0.310763888888889,-0.065887440942106,43.1030000826016,10.0,0,2.592,1.03554319861572,0,22.33
3.58,42.98,45.59,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0,1.07,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,27.5,0.0,2.65,0.0,0.128131155878558,22.1913093904883,8.0,0,3.5239999999999996,0.0,0,118.0
3.02,60.35,17.12,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,34.35,0.9461878465721509,3.2,0.309913548752835,-0.10745489492211802,44.6683719057951,15.0,0,3.457,0.9443427331923041,0,40.5
7.86,81.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82,0.0,0.0,0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.57,0.8460834425545051,3.1035,0.3125,-0.11747759982664399,55.3492557340954,7.0,0,2.602,1.0370825769533,0,29.0
21.62,63.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0,3.24,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,28.55,0.805527924418814,3.5,0.168402777777778,0.064274755227485,30.040778498021197,8.0,0,4.053,0.726826908442132,0,98.02
3.99,63.9,15.97,0.0,0.0,0.0,0.0,0.0,7.99,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,7.99,0.0,0.0,0.0,31.46,0.982041015756101,2.4,0.6536635487528349,-0.073779966329828,42.306139522992204,9.0,0,2.233,1.00373850875749,0,10.1
67.8,12.71,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0,0.34,0.0,0.0,0.0,0.51,0.0,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.32,0.883260408652163,6.5,0.261267006802721,-0.123941264581803,35.604857704931504,16.0,0,3.654,1.00047846754776,0,59.33
11.59,32.61,42.75,0.0,0.0,0.0,0.0,0.0,0.0,10.87,0.0,0.0,0,0.0,1.09,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.957167844789598,2.74,0.282986111111111,-0.226978704269065,37.143602367451294,5.5,0,2.923,0.9018074925984709,0,7.17
5.0,32.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.44,0.979914023096717,3.2,0.333368764172336,-0.030513529778592004,35.7009321967542,7.0,0,4.063,0.9305614078600921,0,75.3
4.0,67.87,16.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.16,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.12193996140796,3.44,0.3541666666666671,0.021709679327947,35.8442499115687,6.0,0,3.545,0.9647277668344709,0,48.11
5.0,26.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.55,0.979914023096717,3.23,0.333368764172336,-0.030513529778592004,35.7009321967542,7.0,0,4.063,0.9305614078600921,0,65.3
10.77,30.3,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0,0.0,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.957167844789598,2.46,0.282986111111111,-0.226978704269065,37.143602367451294,5.5,0,2.923,0.9018074925984709,0,15.33
44.64,0.0,0.0,34.67,0.0,0.0,0.0,0.0,9.52,7.14,0.0,0.0,0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,43.72,1.0085836677281999,3.55,0.230902777777778,0.043166370396283,33.2301541688774,10.0,0,5.517,0.962524344512523,0,53.4
37.45,14.98,39.33,0.0,0.0,0.0,0.0,5.62,0.0,0.0,0.0,0.0,0,1.12,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.79,0.9676726649087579,4.31,0.21878543083900198,-0.192361735534093,33.5351036707398,6.0,0,2.574,0.9687653336446709,0,30.0
7.46,50.75,29.85,0.0,0.0,0.0,0.0,0.0,3.73,2.99,0.0,0.0,0,1.49,0.75,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.9569274447780369,2.04,0.4427083333333329,-0.048725602311990995,41.248301118872796,10.0,0,3.235,1.1996480280338,0,35.0
3.02,60.35,17.62,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,44.51,0.9461878465721509,3.3,0.309913548752835,-0.10745489492211802,44.6683719057951,15.0,0,3.457,0.9443427331923041,0,26.0
7.55,15.28,2.08,0.0,0.0,67.92,0.0,3.11,3.11,0.0,0.0,0.0,0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.79,1.18607147721651,5.1,0.428819444444445,-0.16715040826878302,30.3855225908032,12.0,0,5.083,1.18879196916599,0,31.8
2.08,54.69,26.04,0.0,0.0,0.0,0.0,0.0,13.02,0.0,0.0,0.0,0,2.08,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.81,0.8956887967950191,3.4,0.206597222222222,0.000791909174244,30.484285557354198,8.0,0,1.173,0.984837068840027,0,28.37
2.47,68.66,10.31,0.0,0.0,0.0,0.0,5.15,0.0,0.0,0.0,0.0,0,1.03,1.03,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.31,2.4,0.9676726649087579,3.12,0.21878543083900198,-0.192361735534093,33.5351036707398,6.0,0,2.574,0.9687653336446709,0,40.0
17.18,25.77,46.91,0.0,0.0,0.0,0.0,0.0,6.53,0.0,0.0,0.0,0,2.06,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.61,0.955813507964537,3.2,0.40536422902494296,-0.05623225696839499,38.2426994596718,6.0,0,4.607,0.8996217093581401,0,46.3
7.52,28.95,0.0,0.0,56.39,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,35.69,1.18607147721651,5.18,0.428819444444445,-0.16715040826878302,30.3855225908032,12.0,0,5.083,1.18879196916599,0,88.0
2.5,70.8,17.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.24,0.9874295776162091,2.3,0.7361111111111109,-0.000646162022205,34.236448440109804,10.0,0,4.775,0.99127562605709,0,5.06
22.22,0.0,40.39,0.0,0.0,0.0,0.0,0.0,0.0,7.22,0.0,0.0,0,0.72,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,22.0,1.2592865212484599,3.8,0.22743055555555605,-0.267281117634933,32.5987946856645,12.0,0,5.011,1.3588808921548101,0,23.13
