API_perc,Mannitol_perc,MCC_perc,Lactose_perc,Calcium_silicate_perc,HPMC_perc,Sodium_bicarbonate_perc,SSG_perc,CC_Na_perc,Crospovidone_perc,L_HPC_perc,Pregelatinized_starch_perc,Sodium_carboxymethyl_starch_perc,Mg_stearate_perc,Aerosil_perc,Sodium_stearyl_fumarate_perc,Colloidal_silicon_dioxide_perc,Talc_perc,X2HP_bCD_perc,bCD_perc,CD_methacrylate_perc,Amberlite_IRP_64_69_perc,Eudragit_EPO_perc,Poloxamer_188_perc,PVP_perc,SLS_perc,PVA_perc,Camphor_perc,Hardness_N,GATS7i,Thickness_mm,GGI7,MATS4p,MIC2,Punch_mm,nT12Ring,XLogP,GATS7p,nF8HeteroRing,Disintegration_time_sec
11.59,32.61,37.32,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,0,0.0,1.09,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.45,0.957167844789598,2.71,0.282986111111111,-0.226978704269065,37.143602367451294,5.5,0,2.923,0.9018074925984709,0,28.5
5.56,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,56.9,1.0534039577047198,4.04,0.529478458049887,-0.052045401149753,40.6802338954439,8.0,0,4.263,0.957490977384029,0,33.0
7.86,81.93,0.0,0.0,0.0,0.0,0.0,9.82,0.0,0.0,0.0,0.0,0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.61,0.8460834425545051,3.1037,0.3125,-0.11747759982664399,55.3492557340954,7.0,0,2.602,1.0370825769533,0,31.0
2.0,35.0,7.35,39.5,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,1.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.841191958519201,4.36,0.5955215419501129,-0.186156552223423,39.081474500079004,8.0,0,1.138,0.844419325732825,0,30.0
5.78,23.7,35.52,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0,0.51,0.51,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.79,1.17033030076049,3.13,0.26906179138322,0.05298465100421701,37.2783372044701,8.0,0,3.451,1.40269490173653,0,27.0
5.0,30.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.03,0.979914023096717,3.29,0.333368764172336,-0.030513529778592004,35.7009321967542,7.0,0,4.063,0.9305614078600921,0,53.0
3.98,67.63,0.0,0.0,0.0,0.0,0.0,11.13,0.0,0.0,0.0,0.0,0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,8.12,0.0,7.95,0.0,0.0,0.0,0.0,67.3,0.9511399680228392,4.07,0.297760770975057,-0.08977948538980901,34.0299644857176,9.5,0,4.803999999999999,0.966471996491307,0,71.0
7.46,50.75,29.85,0.0,0.0,0.0,0.0,2.99,3.73,0.0,0.0,0.0,0,1.49,0.75,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.9569274447780369,2.05,0.4427083333333329,-0.048725602311990995,41.248301118872796,10.0,0,3.235,1.1996480280338,0,17.0
7.51,27.98,0.0,0.0,56.34,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,35.69,1.18607147721651,5.16,0.428819444444445,-0.16715040826878302,30.3855225908032,12.0,0,5.083,1.18879196916599,0,89.0
2.5,72.4,18.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.22,0.9874295776162091,2.1,0.7361111111111109,-0.000646162022205,34.236448440109804,10.0,0,4.775,0.99127562605709,0,6.43
